OTUs,DISEASE_1,DISEASE_2,DISEASE_3,DISEASE_4,HEALTHY_1,HEALTHY_2,HEALTHY_3,HEALTHY_4,BLANK_1,BLANK_2,BLANK_3,BLANK_4
OTU4812,112,914,44,904,1164,1289,1090,359,1150,1251,821,339
OTU4815,3,10,0,0,0,0,23,5,0,0,0,0
OTU4816,0,0,0,0,0,0,0,0,16,0,0,9
OTU4817,0,0,0,18,26,0,0,0,0,0,0,0
OTU4818,0,33,0,0,0,0,0,0,0,0,0,0
OTU4819,0,0,0,0,0,2,38,0,0,0,0,0
OTU4821,0,0,0,0,0,0,0,32,0,0,0,0
OTU4822,0,0,0,0,3,22,3,12,28,0,0,16
OTU4825,0,9,0,0,0,0,16,0,0,0,0,0
OTU4826,0,0,0,0,6,0,0,0,0,23,0,0
OTU484,5,0,0,0,8,0,0,13,1,0,0,0
OTU4841,0,0,0,0,2,0,0,0,28,0,0,0
OTU4843,0,0,0,0,25,0,0,0,20,0,0,0
OTU4854,0,0,0,0,63,0,0,0,0,0,14,0
OTU4857,0,0,0,0,0,0,0,0,0,2,0,25
OTU4858,55,0,0,0,0,0,0,0,0,0,0,0
OTU4863,0,18,0,15,24,9,12,19,6,1,4,13
OTU4864,28,50,0,0,0,4,40,20,0,0,0,38
OTU4867,0,0,0,0,22,0,14,0,0,0,0,0
OTU4868,6,0,0,0,0,0,14,0,7,0,3,0
OTU4885,0,13,0,4,0,0,0,39,0,49,21,0
OTU4886,0,0,0,0,0,26,112,0,18,55,0,20
OTU4887,9,0,0,0,108,10,43,13,44,0,10,0
OTU4888,0,5,0,0,2,10,0,0,0,0,0,16
OTU4889,0,0,0,0,0,0,0,28,0,0,0,0
OTU4892,0,0,0,0,0,0,0,0,0,0,43,0
OTU4893,0,42,0,8,42,33,46,146,69,73,62,9
OTU4894,0,43,0,17,260,92,156,143,101,100,45,49
OTU4895,0,0,0,0,34,0,0,0,0,13,0,21
OTU490,0,0,0,25,0,0,0,0,0,0,0,0
OTU4900,0,12,0,10,24,19,14,6,0,12,0,0
OTU4902,0,0,0,0,70,8,0,15,0,1,11,32
OTU4903,36,256,12,204,1397,617,369,577,580,391,516,302
OTU4904,0,10,0,0,0,0,0,15,0,0,0,0
OTU4929,7,0,0,0,0,13,0,0,0,0,18,0
OTU4937,0,0,0,8,0,27,25,0,17,0,11,0
OTU4938,0,5,0,0,0,0,0,33,14,0,0,0
OTU4945,0,0,0,0,21,0,0,0,0,0,0,12
OTU4957,0,35,0,48,0,0,0,43,92,0,95,0
OTU4959,0,1,0,0,0,0,0,24,7,6,0,0
OTU4966,0,17,0,0,18,0,0,11,0,0,0,0
OTU4968,0,0,0,0,0,24,0,0,0,0,0,0
OTU4970,33,58,0,43,82,18,51,93,5,87,61,0
OTU4977,0,0,0,0,7,18,0,0,0,0,0,0
OTU5006,0,18,0,34,0,0,0,0,0,67,160,0
OTU5009,0,0,0,0,0,0,0,84,0,0,0,0
OTU5013,0,0,0,0,0,0,0,0,55,0,0,0
OTU5028,0,0,0,0,38,0,0,0,0,0,0,101
OTU5031,0,0,0,14,26,0,2,0,13,0,0,0
OTU5040,7,51,0,67,55,64,54,53,82,94,43,17
OTU5048,24,0,0,0,0,0,0,0,0,0,0,0
OTU5068,11,0,0,20,0,0,0,0,0,0,0,0
OTU5072,0,0,0,0,1,0,0,0,0,21,7,0
OTU5079,0,0,0,25,0,0,0,0,0,0,0,0
OTU5082,0,0,0,0,0,0,24,0,0,0,0,0
OTU5084,0,0,0,0,0,0,0,0,0,14,0,11
OTU5085,0,0,0,0,0,84,0,0,0,0,0,0
OTU5095,0,0,0,0,10,0,0,0,14,0,0,0
OTU51,0,0,0,0,62,0,0,0,0,37,0,0
OTU5102,0,0,0,0,0,0,0,0,0,64,0,0
OTU5103,0,0,0,0,0,0,0,0,41,0,0,0
OTU5107,0,0,0,0,0,0,0,36,0,0,0,0
OTU5108,0,9,0,5,41,6,8,8,22,0,0,13
OTU5118,0,0,0,0,14,15,0,0,0,0,0,35
OTU5123,0,0,0,0,30,0,0,0,40,0,8,0
OTU5124,0,2,0,0,0,0,0,0,0,30,0,0
OTU5128,0,0,0,0,0,88,0,0,0,0,0,0
OTU5138,0,7,0,5,7,0,9,36,0,0,0,2
OTU5179,0,0,0,0,0,0,0,0,0,53,0,0
OTU52,3,12,0,12,0,0,29,0,0,0,0,24
OTU5212,16,28,18,182,6,0,90,60,15,518,44,0
OTU5220,0,16,0,26,24,39,0,0,17,0,17,11
OTU5253,0,0,0,0,0,0,26,13,0,0,0,3
OTU526,0,0,0,0,0,0,0,29,0,0,0,0
OTU5294,0,0,0,10,18,0,0,0,0,0,0,0
OTU5295,0,0,0,3,24,0,0,0,0,0,0,0
OTU5311,0,0,0,0,4,0,11,0,11,0,65,0
OTU5315,0,0,0,0,0,0,0,0,0,0,0,46
OTU532,5,0,0,24,0,0,0,0,0,0,0,0
OTU5323,6,0,0,0,33,24,34,37,42,0,0,0
OTU5325,0,0,0,0,0,0,0,25,0,0,0,0
OTU5327,0,0,0,0,0,0,0,0,102,0,0,0
OTU5328,22,0,0,0,0,0,0,0,195,0,100,0
OTU5331,0,74,0,130,42,0,37,0,0,17,0,0
OTU5332,0,0,0,0,0,0,0,0,123,0,0,0
OTU5334,0,32,0,16,0,0,0,5,0,3,0,177
OTU5339,0,0,0,0,0,42,0,0,0,264,0,257
OTU5345,0,0,0,48,0,0,0,0,0,0,0,0
OTU5348,0,0,0,0,0,0,0,200,0,0,0,0
OTU5352,340,0,0,0,0,0,0,0,0,0,0,0
OTU5369,0,0,0,0,0,0,25,0,0,0,0,0
OTU5375,0,0,0,0,0,0,0,0,0,0,0,102
OTU5377,0,0,0,0,0,0,0,0,0,18,0,8
OTU5381,0,0,0,0,0,0,0,0,0,0,0,27
OTU5384,0,110,0,171,204,41,90,78,178,124,39,13
OTU5389,0,820,0,0,0,0,0,0,0,0,0,0
OTU5390,0,851,0,642,888,709,1167,1128,935,637,447,1166
OTU5391,0,640,0,822,1296,891,1490,2435,1560,1228,1051,2437
OTU5392,0,83,0,0,284,184,0,0,0,0,239,0
OTU5394,0,0,0,0,93,0,0,421,199,0,0,0
OTU5395,98,514,0,269,1164,482,774,1161,594,586,338,397
OTU5396,0,0,0,0,0,0,0,0,81,0,0,0
OTU5399,0,36,0,29,0,49,120,0,43,0,61,102
OTU5404,0,0,0,0,34,0,0,0,0,0,0,0
OTU5406,0,0,0,0,56,0,0,0,0,0,0,41
OTU5409,0,0,0,0,25,0,0,0,0,0,0,87
OTU5410,0,0,0,0,0,0,0,0,0,0,0,858
OTU5411,0,0,0,0,0,0,0,0,0,0,0,98
OTU5413,0,0,0,0,0,0,0,0,0,0,0,231
OTU5414,0,0,0,0,0,0,0,0,0,0,0,93
OTU5425,204,0,25,0,0,0,0,0,0,0,0,0
OTU5428,21,0,0,21,0,0,0,0,0,0,0,0
OTU5433,0,0,0,0,29,0,0,0,0,0,0,0
OTU5435,0,0,0,0,0,0,38,0,0,0,0,0
OTU5439,0,0,0,0,0,32,0,0,0,0,0,0
OTU5440,12,95,0,24,23,0,0,45,0,0,0,31
OTU5451,0,0,0,0,0,0,0,0,396,0,0,0
OTU5455,0,0,0,33,0,3,0,0,0,0,0,0
OTU5458,0,130,0,83,246,47,561,223,0,0,0,54
OTU5465,0,0,0,21,0,0,18,0,0,0,0,0
OTU5467,0,0,0,0,0,0,0,0,279,0,0,0
OTU5468,0,31,0,123,0,183,40,8,0,199,103,0
OTU5469,0,200,0,308,51,63,377,0,0,0,118,0
OTU5470,0,119,0,0,0,0,64,0,0,0,0,0
OTU5471,0,0,0,1,0,0,0,0,39,0,3,0
OTU5474,0,0,0,34,0,0,0,0,0,0,0,0
OTU5475,0,0,0,0,0,0,0,0,35,0,0,0
OTU5488,0,0,0,0,0,0,0,61,27,0,15,0
OTU5495,0,0,0,0,0,0,0,0,0,0,0,81
OTU5497,0,0,0,0,0,0,71,0,0,0,0,0
OTU5502,5,27,0,0,0,0,0,0,0,0,0,0
OTU5508,0,0,15,115,54,71,30,0,0,147,9,0
OTU5511,0,0,88,0,33,0,0,0,0,9,0,0
OTU5512,245,372,99848,233,26,96,92,17,92,75,13,36
OTU5517,0,0,0,31,0,0,0,0,2,0,0,0
OTU5519,60,0,0,0,0,0,0,0,0,0,0,0
OTU5521,0,16,0,0,0,0,0,0,0,10,0,0
OTU5523,0,0,0,0,7,2,0,20,0,0,0,21
OTU5529,0,0,0,0,6,0,13,0,3,95,0,0
OTU5531,18,0,0,0,0,0,0,233,0,76,0,61
OTU5533,26,0,0,0,0,0,0,0,0,0,0,0
OTU5539,0,0,0,0,0,0,0,0,0,68,0,0
OTU5544,0,46,0,24,40,0,6,153,0,154,6,40
OTU5554,0,0,0,0,0,36,6,2,0,0,0,0
OTU5556,0,73,0,2,0,90,66,0,26,0,0,0
OTU5557,0,348,0,323,173,71,472,442,425,402,449,290
OTU5558,81,491,17,405,317,660,813,190,293,914,78,150
OTU5560,0,0,0,0,0,0,0,0,0,0,42,0
OTU5561,0,0,0,53,0,0,0,0,127,78,0,0
OTU5562,0,0,0,0,0,0,73,0,0,0,0,0
OTU5567,0,0,0,0,0,0,0,0,0,142,0,0
OTU5568,0,91,0,0,0,0,0,0,0,0,81,0
OTU5569,0,0,0,0,31,0,0,0,0,0,0,146
OTU5570,0,0,0,0,0,0,0,0,0,0,0,44
OTU5572,0,0,0,0,4,0,0,0,0,0,0,113
OTU5573,0,0,0,0,0,0,0,0,0,0,0,57
OTU5574,0,0,0,0,0,0,0,0,0,0,0,1498
OTU5575,0,0,0,0,302,0,0,0,0,0,0,1825
OTU5579,0,0,0,0,0,0,0,0,0,124,0,0
OTU5582,0,0,0,0,0,0,0,0,0,0,0,111
OTU5583,0,0,0,0,2,0,0,0,0,0,0,49
OTU5584,0,0,0,0,39,0,0,0,0,0,0,122
OTU5589,0,0,0,21,0,0,30,35,0,0,0,0
OTU5594,5,0,0,7,17,6,0,0,0,0,0,13
OTU5596,92,0,0,0,13,0,0,0,10,0,13,43
OTU5597,0,0,0,0,0,24,26,69,18,0,0,0
OTU5599,0,0,0,60,59,32,111,50,0,71,87,0
OTU5603,890,158,0,109,6,48,104,34,116,30,0,135
OTU5604,231,3505,0,1771,14367,4253,3787,2549,1987,1830,912,1524
OTU5605,563,0,19,125,19,0,10,0,0,0,125,104
OTU5606,19,0,0,0,32,0,0,73,7,2,0,0
OTU5607,21,0,0,0,0,0,51,0,0,52,14,11
OTU5608,0,0,0,0,7,0,0,0,0,0,18,0
OTU5610,0,0,0,0,159,0,0,0,0,0,0,0
OTU5613,0,0,0,0,0,0,0,0,0,0,57,0
OTU5614,0,0,0,28,0,0,0,0,0,0,0,0
OTU5619,0,0,80,0,0,788,1430,35,0,0,0,94
OTU5621,37,0,0,0,0,0,0,0,0,0,0,0
OTU5628,0,58,0,0,0,53,68,0,11,35,0,8
OTU5630,0,0,0,0,0,0,0,0,0,0,0,24
OTU5633,0,39,0,0,0,0,0,0,0,0,0,0
OTU5639,0,0,0,0,0,108,456,0,2,0,0,261
OTU5640,0,0,0,0,6,8,25,0,0,0,0,0
OTU5647,0,0,13,0,50,141,197,0,0,0,1,42
OTU5649,0,0,0,0,0,33,0,0,0,0,0,0
OTU5652,0,0,0,0,0,0,133,0,0,0,10,0
OTU5655,0,0,0,0,67,11,0,0,0,0,0,0
OTU566,0,0,0,0,0,23,3,0,0,0,0,0
OTU5660,36,0,19,0,102,0,0,0,218,0,82,0
OTU5661,0,0,0,0,107,30,0,0,0,0,0,31
OTU5665,0,0,0,0,88,0,0,0,0,0,0,0
OTU5670,0,0,0,0,5,0,25,0,0,0,0,0
OTU5671,0,0,0,0,0,0,0,71,0,0,0,0
OTU5672,0,24,0,0,0,0,0,0,0,0,3,0
OTU5675,4,0,0,71,0,10,83,96,259,0,0,0
OTU5685,0,0,0,0,0,0,0,0,0,0,125,0
OTU5689,59,0,30,85,0,83,60,0,0,0,0,159
OTU5690,0,0,0,0,0,90,0,0,0,0,0,0
OTU5692,0,0,0,0,0,0,0,0,0,85,0,0
OTU5697,0,0,0,9,0,0,0,54,0,20,0,0
OTU5699,0,0,0,0,0,35,0,0,0,15,0,0
OTU5705,0,0,0,0,55,0,0,0,0,0,0,0
OTU5712,0,0,0,0,0,0,0,0,0,25,0,0
OTU5716,0,0,0,0,0,0,0,0,24,0,66,0
OTU572,0,10,0,0,0,0,12,0,0,0,39,0
OTU5721,102,0,0,0,0,0,0,0,0,0,0,0
OTU5726,0,0,0,0,0,44,0,0,0,0,0,0
OTU5730,118,0,0,0,0,0,0,0,0,0,0,0
OTU5742,0,0,0,0,0,0,0,90,0,0,0,77
OTU5744,0,9,0,0,2,9,0,0,0,11,0,0
OTU5745,0,95,0,0,40,74,39,0,36,0,28,24
OTU5747,0,0,0,0,0,0,0,0,0,0,86,0
OTU5748,0,0,0,0,0,105,0,0,0,0,0,0
OTU5750,0,0,0,0,0,0,0,0,0,77,0,0
OTU5752,0,0,0,0,0,38,0,0,0,0,0,0
OTU5753,0,0,0,22,0,73,0,0,0,0,0,0
OTU5754,72,151,0,125,273,87,326,0,24,66,0,0
OTU5755,0,0,0,0,0,18,0,0,0,0,0,37
OTU5758,0,30,0,7,7,0,0,0,0,0,0,0
OTU5761,0,0,0,57,0,30,59,0,145,0,0,0
OTU5762,0,0,0,0,0,45,0,0,0,0,0,0
OTU5763,87,0,0,0,0,0,0,0,0,0,0,0
OTU5764,0,0,0,0,0,0,0,0,0,73,0,0
OTU5771,0,0,0,0,0,0,0,162,0,0,0,0
OTU5773,0,0,0,34,0,0,0,0,46,0,0,0
OTU5776,0,56,0,0,14,0,15,0,0,0,0,0
OTU5780,0,0,0,0,30,0,0,0,22,0,0,44
OTU5781,2,0,0,0,14,2,81,198,0,0,0,0
OTU5783,0,0,0,0,0,42,0,0,0,0,0,0
OTU5784,0,0,0,0,0,0,0,0,0,33,0,0
OTU5785,0,0,0,192,0,0,56,0,0,0,0,2
OTU5786,0,0,0,0,0,17,0,4,0,21,0,81
OTU5787,0,0,0,0,0,0,0,0,24,0,96,15
OTU5789,0,191,0,0,183,458,46,221,140,253,86,31
OTU5790,0,0,0,0,0,139,0,0,0,0,0,0
OTU5793,0,12,0,0,0,0,63,0,44,0,0,0
OTU5796,0,67,0,68,0,0,0,0,0,0,0,398
OTU5797,0,0,0,0,133,0,0,0,0,0,0,146
OTU5798,0,0,0,0,0,0,0,0,0,0,0,1374
OTU58,0,0,0,0,0,0,0,0,0,0,0,35
OTU580,0,0,0,0,0,0,0,0,71,0,0,0
OTU5802,0,0,0,0,0,0,0,0,0,0,0,44
OTU5806,0,0,0,0,0,0,0,0,0,0,0,88
OTU5807,0,0,0,0,0,0,0,0,0,0,0,180
OTU5816,0,0,0,0,0,0,0,0,0,0,0,87
OTU5820,0,0,0,0,0,0,0,0,0,0,0,130
OTU5821,0,0,0,0,24,0,0,0,0,0,0,0
OTU5823,0,0,0,0,93,0,0,0,0,0,0,308
OTU5825,0,0,0,0,0,0,0,0,0,0,0,40
OTU5826,0,0,0,0,0,0,0,0,0,0,0,33
OTU5827,0,0,0,0,33,0,0,0,0,0,0,0
OTU583,91,815,58,374,960,583,1673,766,406,1370,227,2374
OTU5831,0,0,0,0,29,0,0,0,0,0,0,69
OTU5854,0,0,0,0,0,37,0,0,0,0,0,0
OTU5856,0,0,0,0,0,0,0,0,0,0,0,132
OTU5859,0,0,0,0,0,25,0,0,0,0,0,0
OTU586,0,14,0,0,0,0,61,80,0,5,30,0
OTU5862,35,0,0,0,0,0,0,0,0,0,0,0
OTU5864,10,51,0,10,58,71,98,0,19,0,0,77
OTU5865,0,0,0,5,16,0,0,0,3,0,0,0
OTU587,0,0,0,0,0,0,0,37,0,0,0,0
OTU5880,0,30,0,0,0,0,95,78,0,0,0,0
OTU589,3,0,0,0,0,0,0,0,0,0,0,36
OTU5905,0,0,0,0,0,0,0,0,29,0,0,0
OTU5921,0,8,0,0,0,0,23,0,0,0,0,0
OTU5924,0,22,0,0,0,51,0,31,7,0,93,38
OTU5936,0,0,0,26,0,43,0,0,23,0,0,0
OTU5937,23,13,0,0,0,0,0,0,157,46,0,0
OTU5941,0,0,0,0,0,0,0,0,0,0,34,0
OTU5943,0,0,0,0,24,0,0,0,0,8,0,64
OTU5951,0,0,0,0,0,51,0,0,0,0,0,0
OTU5953,0,0,0,0,0,0,23,0,0,0,0,28
OTU597,24,0,0,3,0,8,0,0,0,0,0,86
OTU5984,0,2,0,0,0,0,0,0,16,0,44,0
OTU5985,0,0,0,7,0,0,0,45,0,0,0,0
OTU6,0,0,0,0,0,0,0,0,5,12,19,0
OTU6013,0,0,0,0,4,0,2,3,11,8,11,0
OTU6021,0,3,0,3,17,20,0,97,10,66,0,53
OTU612,0,0,0,0,0,0,0,0,0,0,63,0
OTU613,0,0,0,0,0,32,0,0,0,0,0,0
OTU617,44,0,0,0,0,0,0,0,0,0,0,0
OTU620,43,0,0,0,0,0,0,0,0,0,0,0
OTU638,27,0,0,0,0,0,0,0,0,0,0,0
OTU642,0,0,0,0,0,0,0,0,0,60,0,0
OTU643,0,0,0,0,29,0,0,0,0,0,0,0
OTU645,0,0,0,0,119,125,0,0,34,21,0,91
OTU651,10,0,0,0,0,0,12,0,0,0,0,59
OTU655,0,0,4,0,2,151,32,0,2,32,0,15
OTU662,0,0,0,0,0,52,0,35,0,0,0,0
OTU665,0,0,2,0,0,0,0,0,0,0,0,23
OTU667,0,7,0,0,0,0,0,0,0,0,0,105
OTU674,0,0,0,0,0,43,0,0,0,0,0,0
OTU677,15,33,3,36,0,109,0,0,0,96,0,0
OTU686,0,0,0,24,0,0,0,0,0,0,0,60
OTU692,13,0,0,12,0,0,0,0,0,0,0,48
OTU693,0,9,0,0,0,2,0,0,22,0,0,0
OTU697,0,0,0,0,0,0,0,0,0,0,0,28
OTU704,42,0,0,0,0,0,9,0,0,0,0,0
OTU714,0,22,0,6,0,42,0,0,0,0,0,0
OTU722,0,14,0,39,0,0,0,0,0,0,0,0
OTU742,0,0,0,0,0,0,0,51,0,0,0,0
OTU746,0,85,0,20,0,118,0,0,0,0,52,0
OTU757,0,0,0,7,0,22,0,0,0,0,0,0
OTU765,0,0,0,10,0,27,0,0,0,0,0,0
OTU770,0,0,0,27,7,0,0,0,0,0,0,0
OTU772,0,0,0,0,0,27,0,0,0,0,0,0
OTU788,0,24,0,0,0,0,0,0,0,0,0,43
OTU790,12,63,7,97,10,568,47,20,634,0,75,82
OTU799,0,4,0,25,0,0,0,0,0,0,0,0
OTU812,0,0,0,0,0,34,0,0,0,0,0,0
OTU87,39,0,0,0,0,0,0,0,0,0,0,0
OTU89,50,25,0,0,0,0,0,0,0,0,0,0
OTU90,25,16,0,0,0,0,0,0,0,0,0,0
OTU908,0,0,0,0,0,0,0,0,0,0,0,35
OTU918,3,16,9,56,6,334,55,57,86,0,0,171
OTU925,6,9,0,0,2,0,10,0,0,9,3,185
OTU94,0,0,0,0,0,0,0,0,0,58,0,0
OTU940,29,0,0,0,0,0,0,0,0,0,0,0
OTU968,0,22,0,15,0,0,0,0,0,0,0,0
